OverallQual,YearBuilt,YearRemodAdd,LotFrontage,TotalBsmtSF,GrLivArea,GarageArea,SalePrice
6,1975,1975,24.0,855.0,1456,440.0,154270.5
7,1975,1975,24.0,836.0,836,308.0,150507.14
9,2009,2010,102.0,1590.0,2334,751.0,360528.65
8,2009,2010,94.0,1544.0,1544,868.0,253147.15
9,2005,2005,90.0,1698.0,1698,730.0,284297.36
8,2005,2006,79.0,1822.0,1822,678.0,261948.02
9,2003,2004,110.0,2846.0,2696,958.0,470644.84
8,2002,2002,105.0,1671.0,2250,756.0,314895.04
8,2006,2006,41.0,1370.0,1370,484.0,207170.9
6,2005,2005,100.0,1324.0,1324,430.0,169609.06
7,2006,2006,43.0,1145.0,1145,437.0,183100.93
7,2004,2004,67.0,384.0,1374,400.0,176026.45
7,2004,2004,63.0,847.0,1733,433.0,200263.0
8,1998,1998,60.0,1629.0,2475,962.0,323259.46
8,2005,2006,73.0,1595.0,1595,880.0,243403.32
7,2009,2010,92.0,1218.0,1218,676.0,214205.48
6,2005,2005,84.0,1468.0,1468,528.0,196012.25
7,2004,2004,70.0,831.0,1659,484.0,192786.03
5,1920,1950,70.0,816.0,1012,429.0,101455.55
6,1974,2002,39.0,1208.0,1494,461.0,174000.85
8,1993,1993,85.0,1231.0,2349,762.0,302439.89
8,1992,1993,88.0,1390.0,2225,713.0,305406.86
7,2004,2005,25.0,1488.0,1488,506.0,226205.0
7,2004,2004,39.0,840.0,1680,588.0,202574.84
7,2004,2004,30.0,600.0,1200,480.0,150823.7
7,2004,2005,24.0,600.0,1200,480.0,153636.33
6,2005,2005,24.0,600.0,1236,480.0,146715.66
6,2000,2000,33.97,756.0,1512,440.0,168605.0
7,2003,2003,24.52,530.0,1080,496.0,170959.34
8,2010,2010,57.0,1642.0,1418,852.0,304419.98
8,2000,2000,68.0,975.0,1848,592.0,241373.07
7,2002,2002,80.0,1492.0,1492,596.0,214783.75
6,1967,1967,86.46,1829.0,1829,535.0,180874.7
6,1993,1993,80.0,1280.0,2495,660.0,220569.5
6,1978,1978,103.03,1224.0,1891,678.0,194537.75
6,1971,1971,80.0,715.0,1645,441.0,163363.25
5,1966,1966,80.0,1232.0,1232,490.0,150853.59
5,1966,1966,90.0,1209.0,1209,504.0,152882.09
5,1967,1967,88.0,1510.0,1510,517.0,171886.0
6,1964,1964,85.68,533.0,1775,480.0,155833.89
5,1962,2001,98.0,1728.0,1728,0.0,157626.75
5,1952,2002,68.0,1140.0,2461,400.0,191558.7
6,1949,1950,120.0,782.0,1556,470.0,153787.32
6,1966,2008,75.0,1080.0,1128,315.0,154843.0
5,1958,1958,70.0,1604.0,1604,576.0,131150.46
7,2003,2009,70.0,1480.0,1480,620.0,223408.76
5,1959,1959,74.63,1143.0,1143,308.0,139139.5
5,1959,1959,87.0,1206.0,1206,312.0,145951.59
6,1959,1959,80.0,1244.0,1580,440.0,158117.6
4,1956,1956,60.0,832.0,1337,263.0,111257.8
5,1952,1952,60.0,864.0,1064,318.0,121572.55
5,1955,1955,119.0,972.0,972,305.0,124977.15
5,1958,1958,70.0,988.0,988,264.0,126550.75
4,1920,1994,65.0,576.0,985,676.0,100861.38
6,1948,2004,60.0,816.0,1224,280.0,126991.83
5,1960,1960,81.0,1175.0,1175,484.0,144528.5
6,1963,1984,80.0,1395.0,1395,440.0,168338.5
4,1900,1954,60.0,709.0,1844,240.0,130940.32
5,1920,1950,56.0,936.0,936,0.0,108083.5
5,1957,1957,69.0,1347.0,1347,551.0,142264.73
6,1938,2000,50.0,827.0,1251,240.0,112551.1
5,1948,2009,69.0,1027.0,1633,240.0,149463.5
5,1920,1962,63.68,1008.0,1245,315.0,114432.5
2,1923,1970,68.0,678.0,832,780.0,77681.87
8,1900,2003,60.0,930.0,1566,288.0,189472.28
8,1890,2002,50.0,346.0,2268,624.0,250077.12
5,1910,1950,100.0,840.0,2256,0.0,123661.64
6,1922,1994,60.0,738.0,1470,624.0,146619.59
5,1950,1997,53.0,988.0,1612,363.0,146874.5
7,1922,2005,81.14,1108.0,2068,315.0,218315.84
4,1925,1950,50.0,765.0,765,200.0,83034.93
6,1939,1950,50.0,608.0,1132,240.0,99230.71
6,1940,1950,50.0,572.0,1196,576.0,122587.5
5,1942,1950,53.0,835.0,1453,240.0,144337.75
6,1948,1950,50.0,780.0,1416,312.0,136761.09
5,1936,1980,52.0,528.0,1040,624.0,112776.34
5,1930,1950,52.0,928.0,1536,480.0,153589.48
6,1923,1950,51.0,1124.0,1068,288.0,117324.65
4,1915,1950,57.0,888.0,1962,572.0,146984.5
6,1912,2009,60.0,780.0,1560,0.0,145114.46
6,1920,1993,52.0,662.0,1324,180.0,111552.16
5,1959,1959,100.0,1422.0,1675,365.0,170699.07
5,1917,1950,72.0,689.0,1224,180.0,99529.0
5,1915,1950,60.0,1212.0,1392,0.0,129162.48
6,1940,1950,65.0,600.0,919,231.0,98410.5
4,1907,1950,72.39,707.0,1884,0.0,123096.42
5,1910,1950,60.0,856.0,1680,450.0,153014.5
4,1967,1967,72.0,1832.0,1832,0.0,155975.5
5,1966,2008,65.0,864.0,892,416.0,125235.0
5,1968,1968,65.0,864.0,864,280.0,122412.66
5,1978,1978,69.12,1319.0,1373,591.0,160035.32
5,1968,1968,86.0,720.0,1440,480.0,155524.05
7,1977,2001,97.83,1420.0,1483,690.0,227651.36
4,1927,1950,94.0,660.0,756,440.0,84340.72
6,1978,1992,80.92,1117.0,1981,522.0,217761.5
3,1938,1990,124.0,972.0,1610,480.0,147859.03
6,1950,1987,65.0,663.0,1074,467.0,126479.33
4,1947,1979,50.0,756.0,1531,209.0,134091.55
5,1954,1998,75.0,1172.0,1172,366.0,150331.25
7,2009,2010,44.0,1508.0,1508,572.0,233280.4
5,1964,1964,65.95,1250.0,1298,504.0,113552.54
7,1987,1987,83.0,1433.0,1433,528.0,222030.3
6,1993,1993,87.0,946.0,1802,1017.0,210177.18
7,2010,2010,64.0,1222.0,1222,615.0,207878.25
6,1900,1993,82.0,676.0,1445,484.0,150329.56
5,1996,1996,82.0,870.0,965,580.0,144483.0
7,1997,1998,74.58,878.0,1692,513.0,192016.85
5,1977,2004,38.0,1026.0,1026,308.0,142937.0
5,1972,1972,68.0,876.0,876,484.0,127770.0
8,2003,2003,80.0,1978.0,1978,850.0,329736.0
7,1997,1997,75.0,1040.0,2098,621.0,237966.7
6,2003,2003,36.94,848.0,848,420.0,139666.0
3,1945,2007,67.0,0.0,640,240.0,76664.15
5,1954,1954,68.0,381.0,992,319.0,104971.43
5,1968,1968,60.0,1196.0,1196,336.0,150071.09
4,1948,1950,89.0,744.0,1120,480.0,106742.63
6,1975,1975,65.0,1008.0,1096,352.0,135243.25
4,1958,1958,64.0,960.0,960,0.0,108382.47
5,1924,1999,67.0,1107.0,1296,260.0,127754.2
6,1939,1950,66.12,856.0,856,399.0,119625.0
4,1967,1967,60.0,0.0,2650,0.0,149482.59
5,1931,1950,51.0,894.0,1666,0.0,121067.7
7,1941,1985,78.0,1528.0,2133,312.0,226730.09
5,1950,1991,78.0,1032.0,2177,484.0,178473.73
7,1994,2007,85.0,423.0,1652,473.0,186468.76
8,1989,1989,35.0,982.0,1034,598.0,229645.67
8,1989,1989,35.0,1191.0,1191,531.0,197054.68
2,1941,1950,58.0,480.0,540,200.0,83381.33
6,1921,1975,50.0,629.0,1107,625.0,111597.64
4,1896,1950,66.0,756.0,952,330.0,92559.5
8,2004,2005,44.0,1594.0,1646,525.0,283221.03
8,1998,1999,85.0,1049.0,1916,741.0,261198.1
6,1977,1977,74.0,1243.0,1285,473.0,170791.4
6,1976,1976,99.92,1958.0,2048,776.0,162008.83
7,2008,2008,88.0,1336.0,1346,660.0,224457.28
7,2009,2010,73.0,1214.0,1214,520.0,201399.03
5,2006,2007,73.0,384.0,1444,400.0,162596.45
5,1965,1977,85.0,1068.0,1264,528.0,146240.0
5,2004,2005,93.0,1430.0,1430,624.0,165803.98
5,1999,1999,92.78,1344.0,1344,686.0,157329.04
5,1973,1973,31.0,945.0,945,253.0,119148.75
4,1970,1970,21.0,546.0,1092,0.0,84915.76
4,1970,1970,21.0,546.0,1092,0.0,80933.0
4,1972,1972,21.0,546.0,1092,286.0,85383.0
5,1971,2004,50.0,864.0,874,352.0,125432.5
5,1984,1984,76.0,833.0,833,495.0,130672.5
5,1985,1986,70.0,1216.0,2432,616.0,162153.17
5,1991,1991,63.0,624.0,1274,576.0,132677.52
5,1969,1969,68.0,864.0,1479,275.0,154098.68
8,1994,1995,76.0,1679.0,1803,482.0,306228.61
6,1993,1994,74.0,1152.0,1797,616.0,204779.78
6,1956,1956,74.0,882.0,882,502.0,129817.5
6,1974,1974,85.0,1434.0,1434,528.0,174805.5
6,1997,1997,88.0,945.0,1608,470.0,190797.5
8,2003,2003,96.22,1008.0,2283,632.0,288100.32
7,1996,1997,60.0,384.0,1628,390.0,179293.12
8,2004,2005,28.0,2208.0,2522,564.0,385536.73
8,1998,1998,61.0,1418.0,1478,495.0,226546.85
8,1995,1996,57.0,1587.0,1734,528.0,253994.95
7,1998,1998,57.0,384.0,1382,396.0,168054.04
6,1998,1999,60.0,952.0,1636,440.0,183135.0
6,1994,1995,66.64,707.0,1516,409.0,182478.04
6,1993,1993,58.0,1181.0,1190,430.0,159353.01
5,1977,1977,85.0,1122.0,1934,567.0,179980.0
7,1978,1978,91.31,832.0,2050,529.0,211904.0
6,1978,1986,80.0,1427.0,1671,484.0,175777.5
7,1980,1991,92.0,1043.0,2673,441.0,248448.86
6,1978,1998,80.0,1140.0,1707,479.0,183674.0
7,2003,2003,70.0,926.0,1884,581.0,221846.37
8,2000,2001,69.22,1058.0,1874,588.0,226458.09
8,2002,2002,74.51,972.0,1811,565.0,230779.96
5,1975,1975,72.57,1621.0,1621,478.0,177953.5
6,1974,1974,78.0,1116.0,1116,528.0,155408.5
7,1975,1975,85.0,1176.0,1193,506.0,161811.41
5,1970,1970,71.4,1180.0,1180,477.0,136148.5
5,1971,1971,73.16,1043.0,1050,336.0,139972.5
4,1970,1970,60.0,864.0,864,576.0,122422.21
4,1971,2006,60.0,864.0,864,576.0,121261.71
6,1973,1973,21.0,483.0,987,264.0,92955.0
6,1972,1972,21.0,483.0,987,288.0,94603.0
6,1976,1976,24.0,804.0,1548,440.0,161867.85
7,1975,1975,24.0,1057.0,1055,440.0,162829.18
6,1977,1977,24.0,855.0,1456,440.0,150898.0
6,1978,1978,24.0,804.0,1548,440.0,157048.85
6,1978,1978,24.0,855.0,1456,440.0,156669.32
7,1976,1976,24.0,836.0,836,345.0,151721.99
5,1966,2004,82.39,864.0,1120,656.0,144437.5
9,2007,2007,110.0,1776.0,2772,754.0,410155.56
9,2009,2009,95.0,1365.0,2690,864.0,360451.82
9,2008,2008,95.0,2020.0,2020,896.0,376726.58
10,2007,2007,105.0,2630.0,2674,762.0,487393.32
9,2008,2008,95.0,1736.0,1736,834.0,303624.51
8,2004,2005,129.0,1782.0,1782,932.0,350076.82
8,2007,2007,59.0,1508.0,2520,640.0,372513.6
9,2008,2008,87.0,1739.0,1743,927.0,314325.12
9,2006,2006,77.0,1504.0,1531,700.0,289776.63
9,2008,2008,102.0,1774.0,1808,850.0,329517.79
7,2003,2004,90.0,1760.0,1760,583.0,250997.61
9,2003,2003,110.0,2452.0,2452,886.0,478531.88
8,2003,2004,96.0,1082.0,2400,730.0,304749.66
8,2006,2006,70.0,1598.0,1606,871.0,248221.82
6,2005,2005,47.0,1358.0,1358,484.0,176103.8
6,2005,2005,34.0,1306.0,1306,624.0,177050.12
7,2007,2008,80.0,1350.0,1358,484.0,215524.53
10,2004,2005,100.0,2492.0,2492,949.0,469039.96
8,2003,2004,117.0,2200.0,2200,685.0,407941.52
9,2008,2009,44.0,1884.0,1884,649.0,315121.09
9,2008,2008,48.0,1451.0,1456,539.0,260730.15
8,2002,2003,129.0,1712.0,1712,701.0,304250.65
7,2003,2003,48.0,1405.0,1405,478.0,192424.11
7,2005,2005,63.0,728.0,1456,390.0,166920.29
6,2005,2006,57.0,745.0,1490,392.0,178096.78
7,2005,2006,43.0,1220.0,1220,397.0,167624.95
7,2004,2005,59.0,384.0,1374,400.0,167511.69
7,2004,2005,62.0,868.0,1630,436.0,190219.53
7,2004,2004,61.0,846.0,1594,434.0,191932.79
7,2003,2003,68.48,782.0,1489,400.0,185623.69
7,2003,2003,64.41,698.0,1342,393.0,175081.87
8,2002,2002,106.64,870.0,2004,644.0,271316.41
7,2004,2004,61.0,384.0,1374,400.0,171398.19
6,2000,2000,42.0,794.0,1514,394.0,183096.0
7,1999,2000,62.0,384.0,1430,400.0,168788.05
7,1999,1999,82.56,1177.0,2312,658.0,248194.35
7,1999,1999,64.0,384.0,1430,410.0,168989.3
8,2000,2000,106.0,1455.0,2687,810.0,352051.66
8,1994,1995,76.15,2024.0,2063,815.0,342313.54
7,1995,1996,79.0,1070.0,2061,647.0,244082.93
8,1993,1994,94.4,1173.0,2232,623.0,266467.73
8,2008,2008,86.0,1696.0,1696,972.0,251846.56
8,2008,2008,78.0,1614.0,1658,726.0,254215.82
8,2007,2007,85.0,1702.0,1702,844.0,305785.35
8,2006,2006,76.0,1422.0,1432,492.0,243567.94
9,2005,2006,85.0,2458.0,2490,795.0,481365.64
7,2008,2009,90.0,1436.0,1436,529.0,230363.38
7,2008,2008,72.0,1402.0,1402,625.0,230477.04
9,2007,2008,112.0,1530.0,1530,984.0,271841.35
8,2006,2007,75.0,1372.0,1448,692.0,229397.64
8,2006,2006,84.0,900.0,1795,782.0,272516.67
8,2008,2009,65.0,1836.0,1836,517.0,255697.35
7,2006,2007,85.0,1652.0,1662,711.0,242229.65
7,2003,2004,68.0,1553.0,1553,588.0,221207.0
7,2003,2003,65.0,812.0,1653,628.0,201738.0
7,2007,2007,80.0,1218.0,1218,576.0,166378.49
7,2006,2006,63.0,1141.0,1141,484.0,154912.24
6,2004,2004,63.0,1158.0,1158,0.0,145963.6
7,2004,2004,96.0,835.0,1812,478.0,210063.2
8,2004,2004,76.0,1512.0,1512,845.0,263750.62
7,2004,2005,63.0,1114.0,1114,576.0,156766.27
5,2004,2004,63.0,1114.0,1114,0.0,127769.26
5,2003,2004,60.0,1114.0,1114,576.0,150877.34
7,2008,2009,61.0,1450.0,1450,788.0,221870.13
7,1996,1997,43.0,913.0,2122,559.0,233989.05
6,1992,1992,70.0,816.0,1730,528.0,187593.6
6,1990,1991,50.0,1332.0,1332,542.0,166658.89
7,1994,1994,70.0,754.0,1540,495.0,193740.67
6,1986,1986,65.53,676.0,1400,465.0,167057.35
6,1981,1981,75.0,0.0,1882,612.0,161028.94
5,1962,1962,63.0,980.0,980,400.0,122179.89
5,1961,1961,76.76,864.0,864,732.0,132070.5
5,1961,1961,78.35,864.0,864,440.0,127510.5
5,1965,1965,79.39,1024.0,1020,288.0,133620.5
5,1963,1995,70.22,912.0,912,300.0,129868.0
5,1962,1962,65.0,912.0,912,252.0,110231.81
8,1980,1980,104.14,2014.0,2014,864.0,392073.1
7,1991,2008,91.1,975.0,1755,524.0,209983.49
7,2004,2005,32.0,1376.0,3005,704.0,263980.94
6,2008,2008,44.73,1726.0,1726,561.0,187414.48
6,2008,2008,40.46,1145.0,1256,641.0,179804.5
6,2000,2000,34.0,756.0,1512,440.0,172062.0
7,1999,1999,35.0,691.0,1452,506.0,165177.15
8,1977,2008,92.96,1694.0,1694,642.0,323989.63
7,1981,1981,110.0,1740.0,1740,540.0,236948.25
8,1976,1976,80.0,392.0,2499,527.0,258614.19
7,1974,1974,73.62,752.0,2067,784.0,212720.0
6,1967,1997,80.0,932.0,2640,515.0,214925.8
5,1969,1969,80.0,1288.0,1336,502.0,158211.85
6,1969,1969,75.0,1216.0,1216,336.0,157771.5
7,1977,1992,94.96,908.0,2288,520.0,222128.3
5,1967,1967,62.0,864.0,864,312.0,122209.0
5,1967,1967,80.0,1568.0,1568,440.0,149214.5
7,1974,1974,80.0,1165.0,2061,498.0,217188.5
6,1971,1971,102.43,1232.0,1320,495.0,163820.0
4,1960,1960,60.0,894.0,894,396.0,120727.83
5,1959,1959,65.0,864.0,864,308.0,122122.5
4,1957,1957,87.86,1040.0,1362,768.0,146015.5
5,1956,1956,110.59,1048.0,1728,576.0,164033.39
5,1961,1995,85.0,1313.0,1313,610.0,156878.49
5,1964,1964,115.0,1292.0,1292,520.0,155402.35
5,1965,1965,80.36,744.0,2140,549.0,177589.6
6,1961,1961,85.0,1208.0,1576,368.0,168166.5
5,1955,1955,68.0,960.0,960,330.0,114791.84
6,1967,1967,90.0,1680.0,1691,550.0,163523.6
6,1961,1961,92.0,1453.0,1453,530.0,175104.2
6,1966,2008,80.0,1562.0,1567,542.0,192533.34
5,1956,1956,73.0,1169.0,1144,286.0,138301.75
7,1960,1960,93.03,1329.0,1329,441.0,169513.16
6,1959,1998,66.0,988.0,988,297.0,141757.75
5,1956,1956,70.0,1202.0,1202,304.0,141358.0
5,1955,1955,70.0,1382.0,1382,350.0,142899.78
4,1956,1956,80.0,1200.0,1200,294.0,141348.98
5,1958,1958,76.0,1866.0,1866,495.0,132086.14
6,1954,1954,53.0,1062.0,1062,297.0,138026.0
5,1951,1951,67.0,631.0,1112,480.0,118289.86
5,1945,1950,80.0,793.0,793,240.0,119785.0
5,1952,2005,60.0,1031.0,1031,230.0,129844.05
5,1953,1953,75.0,0.0,1210,616.0,124159.29
7,1948,1999,78.0,699.0,1527,410.0,182767.75
5,1950,1950,60.0,1200.0,1200,246.0,136437.0
3,1958,1958,53.0,792.0,792,366.0,97666.22
5,1939,2006,60.0,676.0,1352,720.0,128210.05
4,1900,2003,80.0,405.0,1039,281.0,96523.49
5,1925,1950,60.0,1054.0,1078,264.0,113297.99
4,1915,1950,60.0,1313.0,2377,528.0,163666.0
7,1910,2008,60.0,560.0,1690,624.0,159136.2
2,1940,1950,90.0,416.0,599,0.0,70458.34
5,1920,1950,60.0,720.0,846,576.0,95106.43
3,1890,1998,60.0,630.0,725,320.0,88206.72
6,1969,1969,81.0,1248.0,2544,907.0,180211.06
6,1963,1963,83.0,1380.0,1380,364.0,156475.5
6,1967,1967,77.0,1040.0,1040,480.0,138123.09
6,1958,2007,62.0,951.0,951,480.0,140158.5
6,1957,1957,90.0,1105.0,1105,308.0,141631.75
6,1958,1958,80.0,160.0,1142,384.0,123799.25
6,1950,1950,60.0,795.0,1133,900.0,120084.04
5,1958,1958,71.0,1041.0,1041,294.0,126456.8
5,1952,1952,60.0,732.0,732,240.0,114501.49
5,1959,1959,80.0,528.0,1183,288.0,124870.0
4,1949,1996,60.0,832.0,1461,384.0,124279.09
6,1948,1994,60.0,864.0,1495,576.0,149270.4
6,1964,1964,76.0,780.0,1806,483.0,156039.27
5,1978,1978,75.0,941.0,941,564.0,140529.0
6,1963,1963,80.0,1045.0,1045,264.0,136476.5
6,1935,1998,68.0,901.0,1378,162.0,115768.7
6,1910,1950,57.0,972.0,1944,324.0,145793.69
5,1910,2003,90.0,240.0,1306,472.0,117975.08
5,1910,2002,90.0,504.0,1464,0.0,131078.93
5,1939,1950,57.0,690.0,1558,400.0,146849.87
4,1920,1950,63.0,600.0,1701,0.0,118845.37
5,1910,1950,56.0,801.0,1447,0.0,120815.61
5,1950,1970,50.0,768.0,1328,308.0,119246.04
4,1920,1950,62.0,861.0,861,288.0,101464.32
2,1940,1950,50.0,0.0,612,308.0,70227.63
5,1923,1950,60.0,624.0,792,287.0,100596.19
4,1910,1950,60.0,677.0,1510,720.0,127754.66
6,1900,1950,70.0,917.0,2007,357.0,136702.0
6,1917,2007,60.0,624.0,1288,280.0,115951.56
4,1910,1950,55.32,624.0,816,0.0,77848.83
6,1920,1950,60.0,972.0,1480,207.0,122951.64
6,1910,2002,60.0,741.0,1521,640.0,143214.93
3,1900,1950,72.0,245.0,797,0.0,62507.46
6,1923,1950,60.22,1022.0,1432,216.0,141467.62
5,1930,1982,50.0,297.0,1654,336.0,144937.78
5,1924,1950,60.0,468.0,1142,320.0,99130.34
5,1925,1999,51.0,960.0,995,264.0,102277.92
5,1938,1950,51.0,952.0,1582,250.0,141807.96
5,1925,1950,50.0,1072.0,1072,1184.0,110970.56
6,1915,1950,57.0,1048.0,1768,576.0,141629.05
7,1915,1994,68.0,672.0,1944,216.0,162185.5
5,1922,1950,50.0,1040.0,2128,0.0,123103.68
6,1927,1950,57.0,720.0,1930,316.0,152130.0
6,1915,2002,58.29,483.0,1427,379.0,136978.1
7,1902,2000,41.0,1020.0,1864,0.0,172574.65
6,1927,1950,60.0,1204.0,1666,384.0,128918.75
4,1923,1950,86.0,858.0,892,0.0,99725.21
6,1915,1965,60.0,698.0,1403,308.0,139386.43
4,1946,2001,50.0,560.0,704,220.0,87927.61
5,1987,1988,60.0,1200.0,1200,0.0,161548.93
5,1978,1978,74.21,1152.0,1152,252.0,147927.93
5,1934,1950,60.0,585.0,1112,226.0,90170.79
5,1967,1967,75.0,1052.0,1052,668.0,140282.7
6,1978,1978,69.58,456.0,1034,504.0,136916.0
5,1961,1961,88.0,552.0,1774,384.0,140240.44
6,1960,1960,88.0,1138.0,1138,480.0,150328.0
5,1956,1956,96.16,825.0,2071,336.0,157887.06
2,1947,1950,74.27,0.0,660,0.0,69388.05
4,1954,1954,64.35,0.0,1383,498.0,127130.3
5,1956,1956,68.0,1073.0,1073,340.0,129584.05
6,1946,1950,50.0,747.0,1639,240.0,151850.62
5,1954,1954,62.0,1089.0,1089,252.0,126490.05
5,1984,1984,42.0,1049.0,1049,266.0,132413.63
7,1990,1991,74.0,1054.0,1061,462.0,175928.21
6,1983,1983,66.0,520.0,1338,576.0,144936.5
7,1993,1994,85.0,1079.0,1879,473.0,217502.16
5,1880,2007,120.0,0.0,2016,576.0,157721.01
5,1979,1979,64.0,0.0,2228,720.0,142157.82
5,1979,1979,64.0,0.0,1535,400.0,127605.83
5,1979,1979,64.0,1094.0,1229,672.0,155280.44
5,1979,1979,64.0,0.0,1513,400.0,127335.47
7,2000,2000,103.01,1168.0,2787,820.0,262525.44
7,2000,2000,72.12,1168.0,2787,820.0,260404.65
7,2000,2000,72.12,1168.0,2787,820.0,260404.65
9,2009,2009,84.0,1555.0,1680,1138.0,311333.84
9,2008,2008,65.0,1720.0,1720,846.0,312447.2
8,2008,2008,71.0,1468.0,1468,904.0,244327.64
8,2007,2008,77.0,1838.0,1838,524.0,302369.48
7,2007,2007,64.0,1282.0,1290,662.0,193411.62
8,2008,2008,95.0,1254.0,1254,810.0,267202.14
8,2005,2006,78.0,1498.0,1498,844.0,258109.24
6,2005,2006,79.0,704.0,1422,440.0,176600.06
7,1992,1993,77.51,1449.0,1759,525.0,227133.33
5,1994,1994,65.0,990.0,990,440.0,140865.75
7,1998,1998,65.0,1463.0,1463,539.0,210034.86
6,1998,1998,70.0,928.0,1772,492.0,196612.82
7,2002,2001,65.0,1431.0,1444,577.0,207766.06
7,2001,2001,75.0,1492.0,1492,608.0,209250.76
5,1978,1978,63.7,907.0,907,343.0,130014.66
5,1979,1979,76.0,914.0,914,444.0,135789.0
7,2002,2002,90.0,1569.0,1611,1231.0,236927.06
8,2003,2003,94.75,1068.0,2184,570.0,255605.32
7,2002,2002,70.0,840.0,1725,550.0,198361.5
7,2001,2001,100.32,944.0,1870,608.0,215446.64
8,1999,2000,90.0,1462.0,1513,521.0,276781.39
8,2002,2003,98.57,1822.0,1828,523.0,303276.28
7,1997,1998,70.0,1417.0,1417,511.0,197719.0
8,2007,2007,85.0,1578.0,1602,810.0,289862.38
6,2007,2007,85.0,608.0,1396,440.0,169247.46
4,1960,1971,80.0,1014.0,1149,544.0,138570.5
6,2005,2006,35.0,547.0,1072,525.0,137377.82
4,1959,1959,64.0,876.0,876,320.0,109891.21
5,1950,1950,70.0,1078.0,1368,195.0,138009.96
5,1959,1959,65.0,1678.0,1678,0.0,133747.17
5,1956,1956,70.0,1150.0,1560,313.0,148255.0
5,1941,1950,45.0,720.0,1298,256.0,121398.5
5,1938,1950,70.0,832.0,1268,250.0,113581.59
6,1935,1950,43.0,583.0,1242,180.0,113129.62
6,1916,2000,64.0,816.0,1232,440.0,130824.53
7,1918,1990,53.0,600.0,1228,215.0,149016.01
5,1940,1950,60.0,840.0,1567,440.0,168342.82
5,1960,1960,80.0,1273.0,1273,307.0,131175.13
7,1940,1950,84.56,920.0,2480,400.0,225314.69
5,1954,1954,70.0,1112.0,1112,390.0,136687.55
6,1960,1960,90.0,1561.0,1561,463.0,178193.04
5,1949,2005,78.0,1067.0,1523,295.0,156685.85
6,1954,1954,100.0,1310.0,1906,576.0,190797.0
6,1980,1980,24.0,516.0,1032,452.0,115608.0
6,1980,1992,24.0,561.0,1229,462.0,128688.0
6,1980,1980,24.0,561.0,1229,462.0,125071.0
6,1986,1986,92.55,572.0,1982,501.0,193599.25
7,1971,2009,119.57,1803.0,2365,551.0,252492.95
5,1900,1993,50.0,760.0,2168,576.0,161184.53
4,1925,1950,60.0,572.0,572,200.0,66624.44
8,2007,2008,44.0,1596.0,1648,482.0,319884.78
2,1910,1950,109.0,0.0,810,280.0,69393.37
8,2000,2001,75.0,1107.0,2052,642.0,263318.66
6,1977,1977,75.0,902.0,926,351.0,136405.5
6,1977,1977,72.0,957.0,1287,541.0,157345.5
5,1991,1991,82.0,1582.0,1595,672.0,157352.6
9,2008,2008,113.0,2190.0,2036,780.0,417604.69
9,2008,2008,79.0,1641.0,1641,885.0,320627.44
6,1980,2006,77.03,712.0,2237,440.0,210392.2
7,1987,1989,125.0,1645.0,1479,578.0,230170.64
7,2003,2003,75.0,912.0,2014,486.0,229466.26
9,2007,2007,85.0,1978.0,1978,920.0,383221.9
5,1968,1968,75.0,1008.0,1008,384.0,142390.5
5,1969,2000,83.0,1188.0,1404,504.0,162628.35
5,1972,1972,50.0,796.0,796,336.0,121793.32
6,1993,1996,62.0,384.0,1091,429.0,128706.75
5,1992,1993,70.0,828.0,883,698.0,138647.0
5,1992,1992,62.0,624.0,1287,440.0,130959.5
5,1969,1969,70.0,784.0,1632,898.0,170445.0
6,1997,1998,72.0,926.0,1604,470.0,183999.34
6,1995,1996,65.0,680.0,1470,420.0,176908.53
6,1998,1998,59.0,926.0,1604,472.0,190453.5
6,1996,1996,133.23,916.0,1636,386.0,181035.7
5,1996,1997,53.0,1348.0,1384,404.0,161814.87
8,1997,1997,45.0,1664.0,1682,528.0,251308.78
8,1992,1992,39.0,1280.0,1280,506.0,198001.56
6,1998,1998,73.0,932.0,1633,460.0,175780.25
6,1991,1991,85.05,836.0,1709,416.0,192396.07
8,1989,1989,65.0,1337.0,1337,462.0,196061.0
8,2005,2005,101.0,1168.0,2500,683.0,316568.54
9,2004,2004,53.0,1884.0,1884,670.0,374524.43
6,1952,1952,114.05,1632.0,1474,495.0,158892.07
9,2007,2007,60.0,1710.0,1710,557.0,296215.27
6,1950,1950,113.8,1488.0,1488,738.0,170067.7
7,1988,1988,63.0,1675.0,1688,528.0,235262.98
7,1983,1983,84.39,1260.0,1260,598.0,171354.64
7,1978,1978,56.0,2048.0,2064,550.0,254196.1
7,1979,1979,85.0,1782.0,1782,551.0,230685.11
6,1976,1976,90.0,1211.0,1211,461.0,163009.85
7,1980,1988,80.0,738.0,2044,489.0,209256.7
5,1969,1969,75.0,720.0,1308,484.0,130377.0
7,1978,1978,108.48,1420.0,2840,1314.0,264503.25
6,1976,1976,80.0,1444.0,1444,473.0,159148.6
8,1996,1996,106.23,1236.0,2340,787.0,317605.68
5,1974,1974,60.0,896.0,1792,480.0,144702.61
4,1969,1969,68.0,936.0,936,288.0,113727.0
5,1971,1971,63.0,864.0,864,576.0,118043.32
6,1973,1973,21.0,483.0,987,264.0,90608.76
6,1972,1972,21.0,483.0,987,352.0,101711.54
5,1972,1972,21.0,630.0,1302,264.0,110855.04
